timestamp,__name__,application,instance,job,value
2024-12-03 01:34:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0002924343067218114
2024-12-03 01:35:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0002924465240641711
2024-12-03 01:36:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0003763800602208096
2024-12-03 01:37:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00025086758372705605
2024-12-03 10:13:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00016700066800267202
2024-12-03 10:14:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00012508338892595064
2024-12-03 10:15:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0001669518761217079
2024-12-03 10:16:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00020859407592824366
2024-12-03 10:17:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00016714023065351831
2024-12-03 10:18:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0001666458359371745
2024-12-03 10:19:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,8.338197281747686e-05
2024-12-03 10:20:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00016695884464479506
2024-12-03 10:21:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.000124890720619458
2024-12-03 10:22:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0002922389679789588
2024-12-03 10:23:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0002085070892410342
2024-12-03 10:24:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00025022937692885145
2024-12-03 10:25:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00029200734189888203
2024-12-03 10:26:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.0002086027785890108
2024-12-03 10:27:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00025060563027316015
2024-12-03 10:28:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00029231218941829873
2024-12-03 10:29:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00029231218941829873
2024-12-03 10:30:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00029231218941829873
2024-12-03 10:31:00,process_cpu_usage,${spring.application.name},artist-service:8081,artist-service,0.00029231218941829873
